map_id,ott_id,species_name,ref_id,map_length_cM,genome_size_mb,genome_size_method,map_sex,n_markers,n_linkage_groups,haploid_chromosome_number,passes_2017_criteria,in_published_353,recombination_rate_cM_per_Mb,map_length_per_chromosome_cM,marker_interval_cM,fm_map_length_ratio
RM0382,ott1075713,Pseudotsuga menziesii,ukrainetz2008,938.6,18630.9,c_value,sex_averaged,,19.0,13.0,,False,0.050379,72.2,,
RM0384,ott646814,Punica granatum,sarkhosh2012,1141.0,704.16,estimate_unspecified,sex_averaged,1092.0,11.0,8.0,True,True,1.62037,142.625,1.0449,
RM0385,ott411919,Pyrenophora teres,ellwood2010,2477.7,33.5833,c_value,sex_averaged,243.0,25.0,9.0,False,False,73.777741,275.3,10.1963,
RM0387,ott972654,Pyrus communis,wu2014,2243.4,537.9,estimate_unspecified,sex_averaged,3241.0,17.0,17.0,True,True,4.170664,131.965,0.6922,
RM0390,ott791121,Quercus,bodenes2016,742.0,909.5,estimate_unspecified,sex_averaged,4216.0,12.0,12.0,True,True,0.815833,61.833,0.176,
RM0391,ott14718,Rana temporaria,cano2011,1698.8,4169.21,c_value,sex_averaged,107.0,15.0,13.0,True,True,0.407463,130.677,15.8766,1.5237
RM0392,ott359073,Raphanus sativus,mun2014,1538.0,978.0,estimate_unspecified,sex_averaged,2637.0,9.0,9.0,True,True,1.572597,170.889,0.5832,
RM0393,ott271555,Rattus norvegicus,steen1999,1503.0,3286.08,c_value,sex_averaged,4736.0,21.0,22.0,True,True,0.457384,68.318,0.3174,
RM0394,ott633644,Rhyzopertha dominica,schlipalius2002,390.1,476.0,other_literature,sex_averaged,94.0,9.0,9.0,True,True,0.819538,43.344,4.15,
RM0396,ott339346,Ricinus communis,rukam2016,1551.0,508.56,estimate_unspecified,sex_averaged,141.0,10.0,10.0,True,True,3.049788,155.1,11.0,
RM0398,ott156929,Rubus idaeus,ward2013,462.7,311.982,c_value,sex_averaged,4521.0,7.0,7.0,True,True,1.483098,66.1,0.1023,
RM0399,ott670811,Rubus occidentalis,bushakra2012,309.0,293.4,estimate_unspecified,sex_averaged,131.0,6.0,7.0,True,True,1.05317,44.143,2.3588,
RM0400,ott913666,Ruditapes philippinarum,nie2017,1926.98,1967.0,assembly_or_direct,sex_averaged,9658.0,18.0,19.0,True,True,0.979654,101.42,0.1995,
RM0401,ott246789,Saccharina japonica,zhang2015c,1782.75,543.426,estimate_unspecified,sex_averaged,4994.0,31.0,31.0,True,True,3.280575,57.508,0.357,
RM0402,ott895796,Saccharum spp,liu2015,7406.3,4394.48,c_value,sex_averaged,967.0,,50.0,,False,1.685364,148.126,7.659,
RM0403,ott688328,Salmo salar,tsai2016,5961.0,3048.426,c_value,sex_averaged,96000.0,29.0,29.0,True,True,1.955435,205.552,0.0621,1.4999
RM0404,ott688332,Salmo trutta,leitwein2017,1403.0,2875.32,c_value,sex_averaged,3977.0,40.0,40.0,True,True,0.487946,35.075,0.3528,
RM0405,ott847543,Salvia miltiorrhiza,liu2016c,1516.0,615.0,estimate_unspecified,sex_averaged,5164.0,8.0,8.0,True,True,2.465041,189.5,0.2936,
RM0406,ott191483,Schistosoma mansoni,criscione2009,1134.84,364.538,estimate_unspecified,sex_averaged,210.0,8.0,8.0,True,True,3.113091,141.855,5.404,
RM0407,ott433079,Sciaenops ocellatus,hollenbeck2015,1815.3,381.42,c_value,sex_averaged,486.0,24.0,24.0,True,True,4.75932,75.638,3.7352,
RM0408,ott335717,Scleropages formosus,shen2014,2218.3,777.359,estimate_unspecified,sex_averaged,308.0,28.0,22.0,True,True,2.853636,100.832,7.2023,1.0975
RM0409,ott778695,Scophthalmus maximus,wang2015b,2622.09,841.08,c_value,sex_averaged,939.0,22.0,22.0,True,True,3.117527,119.186,2.7924,
RM0411,ott1084541,Scylla paramamosain,ma2016,2746.4,1603.92,c_value,sex_averaged,212.0,65.0,44.0,True,True,1.712305,62.418,12.9547,
RM0413,ott553015,Secale cereale,milczarski2016,1593.0,8097.84,estimate_unspecified,sex_averaged,3397.0,7.0,7.0,True,True,0.196719,227.571,0.4689,
RM0414,ott186469,Seriola quinqueradiata,aoki2015,1128.595,811.74,c_value,sex_averaged,1039.0,24.0,24.0,True,True,1.390341,47.025,1.0862,0.8382
RM0415,ott504628,Sesamum indicum,zhang2016b,2981.28,948.66,estimate_unspecified,sex_averaged,3041.0,13.0,16.0,True,True,3.142622,186.33,0.9804,
RM0416,ott553005,Setaria italica,fang2016,1318.8,518.34,estimate_unspecified,sex_averaged,1035.0,9.0,9.0,True,True,2.544276,146.533,1.2742,
RM0417,ott553005,Setaria italica,fang2016,1415.923,518.34,estimate_unspecified,sex_averaged,983.0,,9.0,,False,2.731649,157.325,1.4404,
RM0418,ott609504,Silene latifolia,bergero2013,671.1,2640.6,estimate_unspecified,sex_averaged,755.0,12.0,12.0,True,True,0.254147,55.925,0.8889,
RM0419,ott359058,Sinapis alba,javidfar2013,890.4,489.0,estimate_unspecified,sex_averaged,264.0,12.0,12.0,True,True,1.820859,74.2,3.3727,
RM0422,ott885264,Solanum habrochaites,geethanjali2011,118.7,724.285,estimate_unspecified,sex_averaged,16.0,12.0,12.0,False,False,0.163886,9.892,7.4188,
RM0423,ott378964,Solanum lycopersicum,viquezzamora2014,1297.3,823.786,estimate_unspecified,sex_averaged,715.0,12.0,12.0,True,True,1.574802,108.108,1.8144,
RM0424,ott494843,Solanum melongena,fukuoka2012,1285.5,958.44,estimate_unspecified,sex_averaged,952.0,12.0,12.0,True,True,1.341242,107.125,1.3503,
RM0425,ott1069768,Solanum pennellii,vandenoevervandenelsen2016,789.7,926.426,estimate_unspecified,sex_averaged,208.0,11.0,12.0,True,True,0.852416,65.808,3.7966,
RM0426,ott797186,Solanum pimpinellifolium,chen2014b,1567.5,688.247,estimate_unspecified,sex_averaged,365.0,12.0,12.0,True,True,2.277525,130.625,4.2945,
RM0427,ott494835,Solanum tuberosum,endelman2016,883.0,860.64,estimate_unspecified,sex_averaged,2264.0,12.0,12.0,True,True,1.025981,73.583,0.39,
RM0429,ott710233,Solea solea,diopere2014,1233.8,713.94,c_value,sex_averaged,423.0,33.0,17.0,False,False,1.728156,72.576,2.9168,
RM0430,ott552986,Sorghum bicolor,ji2017,1227.0,1188.27,estimate_unspecified,sex_averaged,446.0,,10.0,,False,1.032594,122.7,2.7511,
RM0431,ott552986,Sorghum bicolor,ji2017,2158.0,1188.27,estimate_unspecified,sex_averaged,2246.0,10.0,10.0,True,True,1.816086,215.8,0.9608,
RM0433,ott760723,Sparus aurata,palaiokostas2016,3899.0,929.1,c_value,sex_averaged,12085.0,24.0,24.0,True,True,4.196534,162.458,0.3226,0.9531
RM0434,ott317784,Spinacia oleracea,channavarrete2015,433.6,1007.3,c_value,sex_averaged,283.0,6.0,6.0,True,True,0.430458,72.267,1.5322,
RM0435,ott1040287,Strongyloides ratti,nemetschke2010,90.2,43.1502,estimate_unspecified,sex_averaged,74.0,3.0,3.0,True,True,2.090373,30.067,1.2189,
RM0436,ott647692,Struthio camelus,huang2008,365.4,2112.48,c_value,sex_averaged,35.0,13.0,40.0,False,False,0.172972,9.135,10.44,
RM0438,ott730013,Sus scrofa,tortereau2012,1603.8745458277,2922.264,estimate_unspecified,sex_averaged,2365.0,,20.0,,False,0.548847,80.194,0.6782,
RM0439,ott730013,Sus scrofa,tortereau2012,2012.0,2922.264,estimate_unspecified,sex_averaged,38599.0,20.0,20.0,True,True,0.688507,100.6,0.0521,1.2593
RM0440,ott708327,Taeniopygia guttata,backstrom2010,1479.0,1222.5,c_value,sex_averaged,1398.0,29.0,35.0,True,True,1.209816,42.257,1.0579,1.0199
RM0441,ott65341,Takifugu rubripes,kai2011,1696.3,391.2,c_value,sex_averaged,1000.0,22.0,22.0,True,True,4.336145,77.105,1.6963,1.8206
RM0442,ott843397,Taraxacum koksaghyz,arias2016,894.1,1420.0,other_literature,sex_averaged,518.0,8.0,8.0,True,True,0.629648,111.762,1.7261,
RM0443,ott309291,Taxodium mucronatum,wang2016a,976.5,8850.9,c_value,sex_averaged,179.0,34.0,11.0,False,False,0.110328,88.773,5.4553,
RM0444,ott302422,Theileria parva,katzer2011,1683.8,8.34761,estimate_unspecified,sex_averaged,39.0,4.0,2.0,False,False,201.71043,841.9,43.1744,
RM0445,ott388185,Theobroma cacao,royaert2016,852.8,420.5,c_value,sex_averaged,3526.0,10.0,10.0,True,True,2.028062,85.28,0.2419,
RM0446,ott833202,Thunnus orientalis,uchino2016,1162.6,800.0,estimate_unspecified,sex_averaged,370.0,24.0,24.0,True,True,1.45325,48.442,3.1422,1.3418
RM0447,ott461524,Tigriopus californicus,foley2011,401.0,244.5,c_value,sex_averaged,190.0,12.0,12.0,True,True,1.640082,33.417,2.1105,
RM0449,ott252145,Toxoplasma gondii,khan2005,592.0,65.6681,estimate_unspecified,sex_averaged,,14.0,14.0,,False,9.015032,42.286,,
RM0450,ott148904,Tribolium castaneum,lorenzen2005,571.0,202.935,c_value,sex_averaged,424.0,10.0,10.0,True,True,2.813709,57.1,1.3467,
RM0451,ott389727,Tribolium confusum,yezerski2003,968.0,245.0,other_literature,sex_averaged,137.0,8.0,8.0,True,True,3.95102,121.0,7.0657,
RM0452,ott137951,Trichogramma brassicae,laurent1998,1330.0,246.0,other_literature,sex_averaged,84.0,7.0,5.0,True,True,5.406504,266.0,15.8333,
RM0453,ott839027,Trifolium pratense,hirakawa2016,2084.0,528.12,c_value,sex_averaged,2153.0,8.0,7.0,True,True,3.946073,297.714,0.968,
RM0454,ott116218,Trifolium repens,griffiths2013,1274.0,1095.36,estimate_unspecified,sex_averaged,1109.0,16.0,16.0,True,True,1.163088,79.625,1.1488,
RM0455,ott539553,Trifolium subterraneum,ghamkhar2011,1701.7,547.68,estimate_unspecified,sex_averaged,144.0,8.0,8.0,True,True,3.107106,212.712,11.8174,
RM0457,ott31926,Triticum aestivum,zhai2016,2875.3,16948.74,estimate_unspecified,sex_averaged,10990.0,21.0,21.0,True,True,0.169647,136.919,0.2616,
RM0458,ott605173,Triticum dicoccum,russo2014,2879.3,11765.34,c_value,sex_averaged,9040.0,45.0,14.0,False,False,0.244727,205.664,0.3185,
RM0459,ott494245,Trypanosoma brucei,macleod2005,1157.5,22.1481,estimate_unspecified,sex_averaged,182.0,11.0,11.0,True,True,52.261819,105.227,6.3599,
RM0461,ott616561,Undaria pinnatifida,shan2015,1816.28,560.0,other_literature,sex_averaged,4626.0,30.0,30.0,True,True,3.243357,60.543,0.3926,
RM0463,ott567253,Vaccinium corymbosum,mccallum2016,1621.0,655.26,estimate_unspecified,sex_averaged,785.0,12.0,12.0,True,True,2.473827,135.083,2.065,
RM0464,ott295602,Vaccinium macrocarpon,covarrubiaspazaran2016,1112.0,414.622,estimate_unspecified,sex_averaged,4849.0,12.0,12.0,True,True,2.681961,92.667,0.2293,
RM0465,ott1064791,Vanilla tahitensis,lepersandrzejewski2012,1035.85,5603.94,c_value,sex_averaged,225.0,18.0,13.0,True,True,0.184843,79.681,4.6038,
RM0466,ott581449,Venturia inaequalis,broggini2011,975.0,55.1254,estimate_unspecified,sex_averaged,217.0,13.0,7.0,False,False,17.686946,139.286,4.4931,
RM0467,ott52839,Vespula vulgaris,sirvio2011,2129.0,219.8,estimate_unspecified,sex_averaged,210.0,38.0,25.0,True,True,9.686078,85.16,10.1381,
RM0468,ott539544,Vicia faba,kaur2014,1216.8,17622.582,c_value,sex_averaged,822.0,6.0,6.0,True,True,0.069048,202.8,1.4803,
RM0469,ott1065959,Vigna angularis,liu2016d,1628.15,537.9,estimate_unspecified,sex_averaged,2032.0,11.0,11.0,True,True,3.026864,148.014,0.8013,
RM0470,ott1065954,Vigna mungo,gupta2008,865.1,537.9,estimate_unspecified,sex_averaged,428.0,11.0,11.0,True,True,1.608292,78.645,2.0213,
RM0471,ott806245,Vigna radiata,wang2016,732.9,894.87,c_value,sex_averaged,560.0,11.0,11.0,True,True,0.819002,66.627,1.3087,
RM0472,ott853659,Vigna subterranea,ahmad2016,608.3,880.2,estimate_unspecified,sex_averaged,238.0,21.0,11.0,False,False,0.691093,55.3,2.5559,
RM0473,ott1065941,Vigna unguiculata,kongjaimun2012,852.4,586.8,estimate_unspecified,sex_averaged,226.0,11.0,11.0,True,True,1.452624,77.491,3.7717,
RM0474,ott581960,Vigna vexillata,marubodee2015,973.9,567.24,estimate_unspecified,sex_averaged,559.0,11.0,11.0,True,True,1.71691,88.536,1.7422,
RM0475,ott805071,Vitis amurensis,liu2013c,1123.0,489.0,estimate_unspecified,sex_averaged,228.0,21.0,19.0,True,True,2.296524,59.105,4.9254,
RM0476,ott314458,Vitis cinerea,zhang2009,1155.98,489.0,estimate_unspecified,sex_averaged,235.0,19.0,19.0,True,True,2.363967,60.841,4.9191,
RM0477,ott756728,Vitis vinifera,guo2015b,1929.13,446.946,c_value,sex_averaged,7199.0,19.0,19.0,True,True,4.316248,101.533,0.268,
RM0478,ott940184,Xenopus tropicalis,wells2011,1668.0,1440.4,estimate_unspecified,sex_averaged,2886.0,10.0,10.0,True,True,1.158012,166.8,0.578,
RM0479,ott416852,Xiphophorus maculatus,amores2014,1328.3,885.09,c_value,sex_averaged,16114.0,24.0,24.0,True,True,1.500751,55.346,0.0824,
RM0480,ott605194,Zea mays,zhou2016b,1399.3,2669.9,c_value,sex_averaged,1012.0,,10.0,,False,0.524102,139.93,1.3827,
RM0481,ott605194,Zea mays,zhou2016b,1545.65,2669.9,c_value,sex_averaged,4183.0,10.0,10.0,True,True,0.578917,154.565,0.3695,
RM0483,ott73483,Ziziphus jujuba,zhang2016c,1456.53,437.754,estimate_unspecified,sex_averaged,2540.0,12.0,12.0,True,True,3.32728,121.378,0.5734,
RM0484,ott586007,Zoysia japonica,wang2015c,1337.2,420.54,estimate_unspecified,sex_averaged,2408.0,21.0,20.0,True,True,3.179721,66.86,0.5553,
RM0485,ott205630,Zoysia matrella,huang2016,1824.95,563.439,estimate_unspecified,sex_averaged,2563.0,20.0,20.0,True,True,3.238949,91.248,0.712,
RM0486,ott906425,Zymoseptoria tritici,lendenmann2014,4255.4,39.6863,estimate_unspecified,sex_averaged,9745.0,21.0,21.0,True,True,107.225919,202.638,0.4367,
RM0487,ott568619,Pinus sylvestris,yin2003,1707.0,41574.78,c_value,sex_averaged,433.0,12.0,12.0,True,False,0.041059,142.25,3.9423,0.9866
RM0489,ott429083,Cyprinus carpio,peng2016,10595.94,1741.9158,c_value,sex_averaged,28194.0,50.0,50.0,True,False,6.082923,211.919,0.3758,0.9373
RM0490,ott65341,Takifugu rubripes,liu2022,3147.8,391.2,c_value,sex_averaged,4416.0,22.0,22.0,True,False,8.046524,143.082,0.7128,0.7645
RM0491,ott8867,Populus deltoides,tong2020,7838.48,500.0,c_value,female,4018.0,19.0,19.0,True,False,15.67696,412.552,1.9508,
RM0493,ott853659,Vigna subterranea,gao2022,1040.92,880.2,estimate_unspecified,sex_averaged,234.0,11.0,11.0,True,False,1.182595,94.629,4.4484,
RM0494,ott3942433,Citrus sinensis,oliveira2007,1596.2,490.956,c_value,sex_averaged,55.0,5.0,9.0,True,False,3.251208,177.356,29.0218,
